date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho,days_to_expiration
2024-03-27,AAPL,2024-04-12,125.0,Call,48.0,49.25,0.586,0.9969,0.0004,-0.0244,0.0033,0.0544,16 days
2024-03-27,AAPL,2024-04-12,130.0,Call,43.0,44.1,0.5448,0.9953,0.0006,-0.0274,0.0049,0.0564,16 days
2024-03-27,AAPL,2024-04-12,135.0,Call,38.05,39.3,0.506,0.9925,0.0011,-0.0315,0.0074,0.0584,16 days
2024-03-27,AAPL,2024-04-12,140.0,Call,33.05,34.2,0.4322,0.9924,0.0013,-0.0306,0.0075,0.0606,16 days
2024-03-27,AAPL,2024-04-12,145.0,Call,28.1,29.25,0.3454,0.9943,0.0012,-0.0274,0.0058,0.0629,16 days
2024-03-27,AAPL,2024-04-12,152.5,Call,20.65,21.8,0.2894,0.9853,0.0035,-0.0342,0.0134,0.0655,16 days
2024-03-27,AAPL,2024-04-12,155.0,Call,18.5,19.15,0.3031,0.9662,0.0068,-0.0477,0.0271,0.0651,16 days
2024-03-27,AAPL,2024-04-12,160.0,Call,13.65,14.2,0.2552,0.9413,0.0126,-0.0558,0.0424,0.0653,16 days
2024-03-27,AAPL,2024-04-12,162.5,Call,11.35,11.65,0.2304,0.9205,0.0177,-0.0605,0.0536,0.0648,16 days
2024-03-27,AAPL,2024-04-12,167.5,Call,6.95,7.15,0.2092,0.8036,0.0364,-0.0852,0.1004,0.0579,16 days
2024-03-27,AAPL,2024-04-12,170.0,Call,5.0,5.15,0.1985,0.7059,0.0478,-0.0949,0.1249,0.0513,16 days
2024-03-27,AAPL,2024-04-12,172.5,Call,3.35,3.5,0.1924,0.5773,0.056,-0.0996,0.1419,0.0423,16 days
2024-03-27,AAPL,2024-04-12,177.5,Call,1.22,1.29,0.1871,0.298,0.051,-0.081,0.1257,0.022,16 days
2024-03-27,AAPL,2024-04-12,180.0,Call,0.65,0.72,0.1871,0.1874,0.0396,-0.0617,0.0976,0.0139,16 days
2024-03-27,AAPL,2024-04-12,182.5,Call,0.35,0.39,0.1907,0.1121,0.0275,-0.044,0.0691,0.0083,16 days
2024-03-27,AAPL,2024-04-12,187.5,Call,0.11,0.12,0.2046,0.0391,0.0114,-0.0206,0.0306,0.0029,16 days
2024-03-27,AAPL,2024-04-12,190.0,Call,0.07,0.08,0.2169,0.0255,0.0075,-0.0152,0.0215,0.0019,16 days
2024-03-27,AAPL,2024-04-12,195.0,Call,0.03,0.04,0.2411,0.0117,0.0035,-0.0087,0.0111,0.0008,16 days
2024-03-27,AAPL,2024-04-12,200.0,Call,0.02,0.03,0.2747,0.0077,0.0021,-0.0068,0.0077,0.0005,16 days
2024-03-27,AAPL,2024-04-12,205.0,Call,0.01,0.02,0.3086,0.0056,0.0014,-0.0058,0.0058,0.0004,16 days
2024-03-27,AAPL,2024-04-12,210.0,Call,0.0,0.01,0.3472,0.005,0.0011,-0.0058,0.0052,0.0003,16 days
2024-03-27,AAPL,2024-04-12,215.0,Call,0.0,0.02,0.3857,0.0046,0.0009,-0.006,0.0049,0.0003,16 days
2024-03-27,AAPL,2024-04-12,220.0,Call,0.0,0.02,0.4223,0.0042,0.0008,-0.0061,0.0045,0.0003,16 days
2024-03-27,AAPL,2024-04-12,225.0,Call,0.0,0.04,0.4931,0.007,0.001,-0.0111,0.0071,0.0005,16 days
2024-03-27,AAPL,2024-04-26,120.0,Call,53.3,54.35,0.5075,0.9957,0.0004,-0.0228,0.0062,0.0975,30 days
2024-03-27,AAPL,2024-04-26,125.0,Call,48.35,49.55,0.5107,0.9902,0.001,-0.0291,0.0129,0.1008,30 days
2024-03-27,AAPL,2024-04-26,130.0,Call,43.35,44.6,0.4586,0.9888,0.0012,-0.0299,0.0145,0.1046,30 days
2024-03-27,AAPL,2024-04-26,135.0,Call,38.4,39.5,0.369,0.9929,0.001,-0.0256,0.0097,0.1094,30 days
2024-03-27,AAPL,2024-04-26,140.0,Call,33.45,34.7,0.3812,0.9797,0.0025,-0.0354,0.0243,0.1115,30 days
2024-03-27,AAPL,2024-04-26,145.0,Call,28.55,29.65,0.329,0.9764,0.0034,-0.0358,0.0276,0.1151,30 days
2024-03-27,AAPL,2024-04-26,150.0,Call,23.95,24.55,0.3099,0.9572,0.0059,-0.0442,0.0451,0.1164,30 days
2024-03-27,AAPL,2024-04-26,155.0,Call,19.15,19.6,0.2715,0.937,0.0091,-0.0489,0.0614,0.1175,30 days
2024-03-27,AAPL,2024-04-26,160.0,Call,14.5,14.75,0.24,0.8961,0.0151,-0.0566,0.0895,0.1156,30 days
2024-03-27,AAPL,2024-04-26,165.0,Call,10.1,10.3,0.2192,0.8115,0.0247,-0.0682,0.1341,0.1071,30 days
2024-03-27,AAPL,2024-04-26,170.0,Call,6.3,6.45,0.2054,0.6671,0.0356,-0.0779,0.1805,0.0897,30 days
2024-03-27,AAPL,2024-04-26,175.0,Call,3.4,3.55,0.1971,0.474,0.0406,-0.0766,0.1977,0.0646,30 days
2024-03-27,AAPL,2024-04-26,180.0,Call,1.58,1.68,0.1929,0.2818,0.0352,-0.0609,0.1677,0.0388,30 days
2024-03-27,AAPL,2024-04-26,185.0,Call,0.65,0.7,0.1927,0.1414,0.0234,-0.0392,0.1113,0.0195,30 days
2024-03-27,AAPL,2024-04-26,190.0,Call,0.28,0.3,0.2006,0.0676,0.0131,-0.0234,0.0649,0.0094,30 days
2024-03-27,AAPL,2024-04-26,195.0,Call,0.14,0.15,0.2149,0.035,0.0072,-0.0146,0.0384,0.0048,30 days
2024-03-27,AAPL,2024-04-26,200.0,Call,0.09,0.1,0.2369,0.0221,0.0044,-0.0109,0.0262,0.003,30 days
2024-03-27,AAPL,2024-04-26,205.0,Call,0.06,0.07,0.2575,0.0147,0.0029,-0.0083,0.0184,0.002,30 days
2024-03-27,AAPL,2024-04-26,210.0,Call,0.04,0.05,0.2763,0.0099,0.0019,-0.0063,0.0131,0.0013,30 days
2024-03-27,AAPL,2024-04-26,215.0,Call,0.03,0.04,0.2971,0.0074,0.0013,-0.0052,0.0101,0.001,30 days
2024-03-27,AAPL,2024-04-26,220.0,Call,0.02,0.04,0.3195,0.006,0.001,-0.0046,0.0084,0.0008,30 days
2024-03-27,AAPL,2024-04-26,225.0,Call,0.01,0.03,0.3463,0.0056,0.0009,-0.0047,0.0079,0.0007,30 days
2024-03-27,AAPL,2024-05-17,120.0,Call,53.7,54.8,0.4969,0.9832,0.0013,-0.0303,0.0281,0.1359,51 days
2024-03-27,AAPL,2024-05-17,125.0,Call,48.7,49.7,0.417,0.9874,0.0012,-0.0266,0.0226,0.1418,51 days
2024-03-27,AAPL,2024-05-17,130.0,Call,43.75,44.8,0.3906,0.9824,0.0017,-0.0294,0.0288,0.1473,51 days
2024-03-27,AAPL,2024-05-17,135.0,Call,39.15,39.75,0.3845,0.9691,0.0028,-0.036,0.0477,0.152,51 days
2024-03-27,AAPL,2024-05-17,140.0,Call,34.25,34.85,0.3511,0.9601,0.0038,-0.0387,0.0587,0.1571,51 days
2024-03-27,AAPL,2024-05-17,145.0,Call,29.5,29.95,0.3252,0.9438,0.0054,-0.0432,0.0738,0.1614,51 days
2024-03-27,AAPL,2024-05-17,150.0,Call,24.8,25.1,0.2987,0.921,0.0076,-0.0479,0.0993,0.166,51 days
2024-03-27,AAPL,2024-05-17,155.0,Call,20.25,20.45,0.2791,0.8821,0.011,-0.0547,0.1292,0.1703,51 days
2024-03-27,AAPL,2024-05-17,160.0,Call,15.9,16.05,0.2623,0.8238,0.0153,-0.062,0.1741,0.1683,51 days
2024-03-27,AAPL,2024-05-17,165.0,Call,11.9,12.05,0.2488,0.7396,0.0202,-0.0686,0.2112,0.1585,51 days
2024-03-27,AAPL,2024-05-17,170.0,Call,8.5,8.6,0.2408,0.6284,0.0244,-0.0728,0.2471,0.1394,51 days
2024-03-27,AAPL,2024-05-17,175.0,Call,5.7,5.85,0.235,0.5011,0.0263,-0.0716,0.2574,0.1137,51 days
2024-03-27,AAPL,2024-05-17,180.0,Call,3.6,3.75,0.231,0.3725,0.0254,-0.0645,0.2452,0.0857,51 days
2024-03-27,AAPL,2024-05-17,185.0,Call,2.19,2.27,0.2298,0.2587,0.0218,-0.0535,0.2131,0.0601,51 days
2024-03-27,AAPL,2024-05-17,190.0,Call,1.27,1.32,0.2298,0.1695,0.0169,-0.0409,0.1634,0.0391,51 days
2024-03-27,AAPL,2024-05-17,195.0,Call,0.75,0.76,0.2333,0.1078,0.0122,-0.03,0.1199,0.025,51 days
2024-03-27,AAPL,2024-05-17,200.0,Call,0.44,0.46,0.2393,0.0683,0.0085,-0.0216,0.0852,0.0158,51 days
2024-03-27,AAPL,2024-05-17,205.0,Call,0.27,0.29,0.2473,0.0441,0.0058,-0.0157,0.0604,0.0102,51 days
2024-03-27,AAPL,2024-05-17,210.0,Call,0.18,0.19,0.2573,0.0297,0.004,-0.0117,0.0436,0.0069,51 days
2024-03-27,AAPL,2024-05-17,215.0,Call,0.13,0.14,0.2702,0.0215,0.0029,-0.0093,0.0333,0.005,51 days
2024-03-27,AAPL,2024-05-17,220.0,Call,0.1,0.11,0.2845,0.0164,0.0022,-0.0078,0.0265,0.0038,51 days
2024-03-27,AAPL,2024-05-17,225.0,Call,0.07,0.09,0.2966,0.0124,0.0016,-0.0063,0.0208,0.0028,51 days
2024-03-29,AAPL,2024-04-12,120.0,Call,50.9,52.55,0.7238,0.9941,0.0006,-0.0315,0.0058,0.0487,14 days
2024-03-29,AAPL,2024-04-12,125.0,Call,46.1,47.55,0.7437,0.9855,0.0014,-0.0496,0.0127,0.0501,14 days
2024-03-29,AAPL,2024-04-12,130.0,Call,41.0,42.6,0.6345,0.9871,0.0014,-0.0431,0.0114,0.0523,14 days
2024-03-29,AAPL,2024-04-12,135.0,Call,36.0,38.3,0.7156,0.9585,0.0035,-0.0923,0.0308,0.0522,14 days
2024-03-29,AAPL,2024-04-12,140.0,Call,30.95,32.65,0.4676,0.9863,0.0021,-0.0392,0.0121,0.0563,14 days
2024-03-29,AAPL,2024-04-12,146.0,Call,24.95,26.7,0.391,0.9818,0.0032,-0.0412,0.0155,0.0585,14 days
2024-03-29,AAPL,2024-04-12,150.0,Call,20.35,23.4,0.3554,0.9724,0.0051,-0.0474,0.0219,0.0594,14 days
2024-03-29,AAPL,2024-04-12,155.0,Call,16.0,18.4,0.3643,0.9236,0.0113,-0.0813,0.0498,0.0579,14 days
2024-03-29,AAPL,2024-04-12,157.5,Call,12.95,15.65,0.2025,0.9836,0.0057,-0.0323,0.0141,0.0633,14 days
2024-03-29,AAPL,2024-04-12,160.0,Call,11.0,13.0,0.2353,0.935,0.0155,-0.0564,0.044,0.0609,14 days
2024-03-29,AAPL,2024-04-12,165.0,Call,6.4,8.2,0.1942,0.8518,0.0342,-0.0724,0.0803,0.0569,14 days
2024-03-29,AAPL,2024-04-12,167.5,Call,4.2,6.7,0.205,0.7354,0.0459,-0.0955,0.1136,0.0495,14 days
2024-03-29,AAPL,2024-04-12,172.5,Call,2.2,2.38,0.1893,0.4648,0.0604,-0.0985,0.138,0.0317,14 days
2024-03-29,AAPL,2024-04-12,175.0,Call,1.26,1.36,0.1862,0.3185,0.0551,-0.0848,0.1239,0.0218,14 days
2024-03-29,AAPL,2024-04-12,177.5,Call,0.67,0.73,0.186,0.198,0.043,-0.0648,0.0966,0.0136,14 days
2024-03-29,AAPL,2024-04-12,182.5,Call,0.17,0.2,0.1937,0.0641,0.0186,-0.0297,0.0435,0.0044,14 days
2024-03-29,AAPL,2024-04-12,185.0,Call,0.1,0.12,0.205,0.0389,0.0118,-0.021,0.0293,0.0027,14 days
2024-03-29,AAPL,2024-04-12,187.5,Call,0.06,0.07,0.2151,0.0235,0.0074,-0.0144,0.0193,0.0016,14 days
2024-03-29,AAPL,2024-04-12,192.5,Call,0.02,0.04,0.2413,0.0106,0.0033,-0.0081,0.0097,0.0007,14 days
2024-03-29,AAPL,2024-04-12,197.5,Call,0.01,0.04,0.2984,0.0114,0.0028,-0.0106,0.0104,0.0007,14 days
2024-03-29,AAPL,2024-04-12,200.0,Call,0.01,0.03,0.3103,0.0085,0.0021,-0.0085,0.008,0.0005,14 days
2024-03-29,AAPL,2024-04-12,205.0,Call,0.01,0.02,0.338,0.0054,0.0013,-0.0062,0.0054,0.0003,14 days
2024-03-29,AAPL,2024-04-12,210.0,Call,0.0,0.02,0.3783,0.0049,0.001,-0.0063,0.0049,0.0003,14 days
2024-03-29,AAPL,2024-04-12,215.0,Call,0.0,0.02,0.4172,0.0045,0.0009,-0.0064,0.0045,0.0003,14 days
2024-03-29,AAPL,2024-04-12,220.0,Call,0.0,0.02,0.4548,0.0041,0.0007,-0.0065,0.0042,0.0002,14 days
2024-03-29,AAPL,2024-04-12,225.0,Call,0.0,0.02,0.4912,0.0039,0.0006,-0.0066,0.004,0.0002,14 days
2024-03-29,AAPL,2024-04-26,120.0,Call,51.6,52.85,0.675,0.9768,0.0016,-0.0478,0.0265,0.0915,28 days
2024-03-29,AAPL,2024-04-26,125.0,Call,46.65,47.9,0.6185,0.9727,0.0021,-0.0499,0.0303,0.0948,28 days
2024-03-29,AAPL,2024-04-26,130.0,Call,41.7,42.9,0.5546,0.9695,0.0025,-0.0501,0.0332,0.0984,28 days
2024-03-29,AAPL,2024-04-26,135.0,Call,36.1,39.0,0.5449,0.9514,0.0038,-0.0642,0.0486,0.0997,28 days
2024-03-29,AAPL,2024-04-26,140.0,Call,31.0,34.0,0.4642,0.95,0.0045,-0.059,0.0497,0.1035,28 days
2024-03-29,AAPL,2024-04-26,145.0,Call,26.4,28.1,0.3401,0.9669,0.0044,-0.0413,0.0355,0.11,28 days
2024-03-29,AAPL,2024-04-26,150.0,Call,21.1,24.3,0.3595,0.9207,0.0085,-0.0641,0.0713,0.1073,28 days
2024-03-29,AAPL,2024-04-26,155.0,Call,15.65,19.35,0.2631,0.9267,0.0109,-0.0513,0.0671,0.1122,28 days
2024-03-29,AAPL,2024-04-26,160.0,Call,12.0,13.8,0.2411,0.8666,0.0184,-0.0632,0.104,0.1077,28 days
2024-03-29,AAPL,2024-04-26,165.0,Call,7.05,9.85,0.2069,0.7752,0.0299,-0.07,0.1448,0.0988,28 days
2024-03-29,AAPL,2024-04-26,170.0,Call,4.85,5.1,0.1991,0.5993,0.0401,-0.0785,0.1867,0.0776,28 days
2024-03-29,AAPL,2024-04-26,175.0,Call,2.43,2.62,0.1944,0.3925,0.0409,-0.0718,0.1856,0.0514,28 days
2024-03-29,AAPL,2024-04-26,180.0,Call,1.06,1.13,0.1923,0.2129,0.0312,-0.0517,0.1403,0.0281,28 days
2024-03-29,AAPL,2024-04-26,185.0,Call,0.42,0.47,0.1962,0.1012,0.0186,-0.0314,0.0855,0.0134,28 days
2024-03-29,AAPL,2024-04-26,190.0,Call,0.18,0.2,0.2057,0.0471,0.0099,-0.018,0.0475,0.0062,28 days
2024-03-29,AAPL,2024-04-26,195.0,Call,0.1,0.12,0.2258,0.0269,0.0057,-0.0123,0.0301,0.0035,28 days
2024-03-29,AAPL,2024-04-26,200.0,Call,0.07,0.08,0.2487,0.0176,0.0036,-0.0094,0.021,0.0023,28 days
2024-03-29,AAPL,2024-04-26,205.0,Call,0.04,0.07,0.2714,0.0123,0.0024,-0.0075,0.0155,0.0016,28 days
2024-03-29,AAPL,2024-04-26,210.0,Call,0.03,0.06,0.2958,0.0095,0.0017,-0.0065,0.0124,0.0012,28 days
2024-03-29,AAPL,2024-04-26,215.0,Call,0.02,0.04,0.311,0.0063,0.0011,-0.0047,0.0086,0.0008,28 days
2024-03-29,AAPL,2024-04-26,220.0,Call,0.02,0.03,0.3323,0.005,0.0009,-0.0041,0.007,0.0006,28 days
2024-03-29,AAPL,2024-04-26,225.0,Call,0.02,0.03,0.359,0.0047,0.0007,-0.0042,0.0066,0.0006,28 days
2024-03-29,AAPL,2024-05-17,120.0,Call,50.5,54.8,0.5733,0.9663,0.002,-0.0441,0.0493,0.1315,49 days
2024-03-29,AAPL,2024-05-17,125.0,Call,45.65,49.55,0.5023,0.967,0.0023,-0.041,0.0497,0.1372,49 days
2024-03-29,AAPL,2024-05-17,130.0,Call,40.65,44.0,0.3693,0.9846,0.0016,-0.0277,0.0266,0.1445,49 days
2024-03-29,AAPL,2024-05-17,135.0,Call,35.8,39.0,0.3406,0.9785,0.0024,-0.0304,0.0345,0.1496,49 days
2024-03-29,AAPL,2024-05-17,140.0,Call,31.0,35.0,0.3936,0.9349,0.0051,-0.0506,0.084,0.1508,49 days
2024-03-29,AAPL,2024-05-17,145.0,Call,25.7,30.0,0.3193,0.9378,0.0061,-0.0446,0.0829,0.1572,49 days
2024-03-29,AAPL,2024-05-17,150.0,Call,22.95,25.25,0.3735,0.8603,0.0094,-0.0711,0.1415,0.1518,49 days
2024-03-29,AAPL,2024-05-17,155.0,Call,17.0,20.15,0.2745,0.8654,0.0125,-0.057,0.1411,0.1616,49 days
2024-03-29,AAPL,2024-05-17,160.0,Call,12.75,15.95,0.2608,0.7959,0.0172,-0.0651,0.186,0.1577,49 days
2024-03-29,AAPL,2024-05-17,165.0,Call,10.0,12.25,0.2749,0.6862,0.0204,-0.0777,0.2259,0.1419,49 days
2024-03-29,AAPL,2024-05-17,170.0,Call,7.25,7.55,0.2434,0.5805,0.0254,-0.0741,0.2483,0.1249,49 days
2024-03-29,AAPL,2024-05-17,175.0,Call,4.75,4.95,0.2369,0.4503,0.0264,-0.0702,0.251,0.0992,49 days
2024-03-29,AAPL,2024-05-17,180.0,Call,2.95,3.1,0.2343,0.3253,0.0243,-0.0614,0.2318,0.0728,49 days
2024-03-29,AAPL,2024-05-17,185.0,Call,1.74,1.8,0.2321,0.2189,0.02,-0.0486,0.187,0.0489,49 days
2024-03-29,AAPL,2024-05-17,190.0,Call,1.0,1.05,0.234,0.1407,0.015,-0.0365,0.1415,0.0315,49 days
2024-03-29,AAPL,2024-05-17,195.0,Call,0.57,0.61,0.2377,0.0879,0.0105,-0.0261,0.1011,0.0198,49 days
2024-03-29,AAPL,2024-05-17,200.0,Call,0.35,0.36,0.2447,0.0557,0.0072,-0.0187,0.0711,0.0125,49 days
2024-03-29,AAPL,2024-05-17,205.0,Call,0.21,0.25,0.2548,0.0369,0.005,-0.0139,0.0511,0.0083,49 days
2024-03-29,AAPL,2024-05-17,210.0,Call,0.13,0.16,0.2627,0.0239,0.0033,-0.0099,0.0357,0.0054,49 days
2024-03-29,AAPL,2024-05-17,215.0,Call,0.1,0.13,0.2789,0.0185,0.0025,-0.0084,0.0287,0.0041,49 days
2024-03-29,AAPL,2024-05-17,220.0,Call,0.07,0.08,0.2862,0.0123,0.0017,-0.0061,0.0202,0.0027,49 days
2024-03-29,AAPL,2024-05-17,225.0,Call,0.06,0.07,0.3032,0.0103,0.0014,-0.0055,0.0173,0.0023,49 days
2024-04-01,AAPL,2024-04-12,120.0,Call,49.9,50.55,0.7488,0.9971,0.0004,-0.0265,0.0026,0.0359,11 days
2024-04-01,AAPL,2024-04-12,125.0,Call,44.9,45.55,0.6685,0.9967,0.0004,-0.027,0.0028,0.0374,11 days
2024-04-01,AAPL,2024-04-12,130.0,Call,39.95,40.6,0.6272,0.9943,0.0008,-0.0324,0.0047,0.0387,11 days
2024-04-01,AAPL,2024-04-12,135.0,Call,34.95,35.6,0.5311,0.9948,0.0009,-0.0303,0.0043,0.0403,11 days
2024-04-01,AAPL,2024-04-12,140.0,Call,30.0,30.65,0.5143,0.9874,0.0021,-0.0427,0.0095,0.0414,11 days
2024-04-01,AAPL,2024-04-12,145.0,Call,25.1,25.65,0.4654,0.9789,0.0036,-0.0524,0.0149,0.0424,11 days
2024-04-01,AAPL,2024-04-12,149.0,Call,20.8,22.05,0.4208,0.969,0.0056,-0.0605,0.0206,0.0431,11 days
2024-04-01,AAPL,2024-04-12,152.5,Call,17.55,18.2,0.3318,0.9741,0.0061,-0.0485,0.0177,0.0445,11 days
2024-04-01,AAPL,2024-04-12,157.5,Call,12.85,13.15,0.2904,0.9425,0.0134,-0.0666,0.0339,0.0443,11 days
2024-04-01,AAPL,2024-04-12,160.0,Call,10.45,10.65,0.2549,0.9241,0.0189,-0.0704,0.0421,0.0441,11 days
2024-04-01,AAPL,2024-04-12,162.5,Call,8.15,8.3,0.2369,0.8773,0.029,-0.0853,0.0599,0.0424,11 days
2024-04-01,AAPL,2024-04-12,167.5,Call,4.1,4.2,0.2145,0.679,0.0565,-0.1195,0.1056,0.0335,11 days
2024-04-01,AAPL,2024-04-12,170.0,Call,2.6,2.65,0.21,0.5269,0.0642,-0.1249,0.1174,0.0261,11 days
2024-04-01,AAPL,2024-04-12,172.5,Call,1.5,1.53,0.2073,0.3677,0.0615,-0.1138,0.1111,0.0183,11 days
2024-04-01,AAPL,2024-04-12,177.5,Call,0.4,0.41,0.2101,0.132,0.0345,-0.0635,0.0631,0.0066,11 days
2024-04-01,AAPL,2024-04-12,180.0,Call,0.2,0.21,0.2166,0.073,0.0216,-0.0421,0.0409,0.0036,11 days
2024-04-01,AAPL,2024-04-12,182.5,Call,0.1,0.11,0.2248,0.0397,0.0129,-0.0268,0.0253,0.002,11 days
2024-04-01,AAPL,2024-04-12,187.5,Call,0.03,0.05,0.2536,0.0152,0.0051,-0.0134,0.0113,0.0007,11 days
2024-04-01,AAPL,2024-04-12,192.5,Call,0.01,0.02,0.2863,0.0073,0.0024,-0.0079,0.0059,0.0003,11 days
2024-04-01,AAPL,2024-04-12,195.0,Call,0.01,0.02,0.3125,0.0067,0.002,-0.0081,0.0055,0.0003,11 days
2024-04-01,AAPL,2024-04-12,200.0,Call,0.01,0.02,0.3634,0.0059,0.0015,-0.0083,0.0049,0.0002,11 days
2024-04-01,AAPL,2024-04-12,205.0,Call,0.0,0.01,0.5597,0.0314,0.0042,-0.0538,0.0208,0.0015,11 days
2024-04-01,AAPL,2024-04-12,210.0,Call,0.0,0.01,0.6188,0.0289,0.0036,-0.0554,0.0194,0.0014,11 days
2024-04-01,AAPL,2024-04-12,215.0,Call,0.0,0.01,0.6764,0.027,0.0031,-0.0572,0.0184,0.0013,11 days
2024-04-01,AAPL,2024-04-12,220.0,Call,0.0,0.01,0.7309,0.0252,0.0027,-0.0584,0.0174,0.0012,11 days
2024-04-01,AAPL,2024-04-26,120.0,Call,50.2,50.85,0.5564,0.9936,0.0007,-0.0263,0.0079,0.081,25 days
2024-04-01,AAPL,2024-04-26,125.0,Call,45.25,46.2,0.6146,0.9781,0.0019,-0.0463,0.0232,0.0825,25 days
2024-04-01,AAPL,2024-04-26,130.0,Call,40.3,40.9,0.4741,0.9879,0.0014,-0.032,0.0139,0.0872,25 days
2024-04-01,AAPL,2024-04-26,135.0,Call,35.35,35.95,0.4343,0.9829,0.0021,-0.0357,0.0187,0.09,25 days
2024-04-01,AAPL,2024-04-26,140.0,Call,30.4,31.0,0.3894,0.9769,0.0031,-0.0388,0.0242,0.0927,25 days
2024-04-01,AAPL,2024-04-26,145.0,Call,25.6,26.15,0.3755,0.9561,0.0055,-0.0512,0.0413,0.0936,25 days
2024-04-01,AAPL,2024-04-26,150.0,Call,20.7,21.2,0.3223,0.942,0.008,-0.0538,0.0515,0.0953,25 days
2024-04-01,AAPL,2024-04-26,155.0,Call,15.95,16.15,0.269,0.9195,0.0124,-0.0564,0.0664,0.096,25 days
2024-04-01,AAPL,2024-04-26,160.0,Call,11.35,11.5,0.2388,0.8561,0.0213,-0.0679,0.1008,0.0918,25 days
2024-04-01,AAPL,2024-04-26,165.0,Call,7.25,7.35,0.2201,0.7304,0.0337,-0.0819,0.1469,0.08,25 days
2024-04-01,AAPL,2024-04-26,170.0,Call,4.0,4.1,0.2096,0.5389,0.0425,-0.087,0.1766,0.0599,25 days
2024-04-01,AAPL,2024-04-26,175.0,Call,1.9,1.96,0.2057,0.33,0.0395,-0.0743,0.1611,0.0371,25 days
2024-04-01,AAPL,2024-04-26,180.0,Call,0.78,0.81,0.2055,0.1674,0.0274,-0.0499,0.1114,0.0189,25 days
2024-04-01,AAPL,2024-04-26,185.0,Call,0.32,0.34,0.2137,0.0785,0.0154,-0.0298,0.0652,0.0089,25 days
2024-04-01,AAPL,2024-04-26,190.0,Call,0.15,0.16,0.2286,0.0387,0.0082,-0.018,0.0373,0.0044,25 days
2024-04-01,AAPL,2024-04-26,195.0,Call,0.09,0.1,0.2516,0.0231,0.0049,-0.0128,0.0244,0.0026,25 days
2024-04-01,AAPL,2024-04-26,200.0,Call,0.06,0.07,0.2757,0.0152,0.0031,-0.0098,0.0171,0.0017,25 days
2024-04-01,AAPL,2024-04-26,205.0,Call,0.02,0.06,0.2931,0.0093,0.0019,-0.0067,0.0111,0.001,25 days
2024-04-01,AAPL,2024-04-26,210.0,Call,0.01,0.05,0.3352,0.0101,0.0018,-0.0083,0.012,0.0011,25 days
2024-04-01,AAPL,2024-04-26,215.0,Call,0.02,0.04,0.3466,0.0061,0.0011,-0.0055,0.0077,0.0007,25 days
2024-04-01,AAPL,2024-04-26,220.0,Call,0.01,0.04,0.389,0.0072,0.0011,-0.0071,0.0089,0.0008,25 days
2024-04-01,AAPL,2024-05-17,120.0,Call,50.55,51.15,0.4886,0.9843,0.0013,-0.0299,0.0262,0.1203,46 days
2024-04-01,AAPL,2024-05-17,125.0,Call,45.35,46.5,0.4555,0.9792,0.0018,-0.0328,0.0327,0.1251,46 days
2024-04-01,AAPL,2024-05-17,130.0,Call,40.5,41.5,0.4195,0.9733,0.0024,-0.0354,0.0402,0.1298,46 days
2024-04-01,AAPL,2024-05-17,135.0,Call,35.8,36.3,0.3753,0.9683,0.0031,-0.0366,0.0464,0.1349,46 days
2024-04-01,AAPL,2024-05-17,140.0,Call,31.0,31.4,0.3491,0.9541,0.0046,-0.0415,0.0587,0.1392,46 days
2024-04-01,AAPL,2024-05-17,145.0,Call,26.25,26.5,0.3195,0.9355,0.0066,-0.0461,0.0803,0.143,46 days
2024-04-01,AAPL,2024-05-17,150.0,Call,21.55,21.8,0.2957,0.904,0.0096,-0.0527,0.1065,0.1468,46 days
2024-04-01,AAPL,2024-05-17,155.0,Call,17.1,17.25,0.2762,0.8535,0.0138,-0.0606,0.139,0.1489,46 days
2024-04-01,AAPL,2024-05-17,160.0,Call,12.95,13.1,0.2621,0.7762,0.019,-0.0691,0.1792,0.1435,46 days
2024-04-01,AAPL,2024-05-17,165.0,Call,9.35,9.45,0.2533,0.6697,0.0238,-0.0758,0.2164,0.1293,46 days
2024-04-01,AAPL,2024-05-17,170.0,Call,6.35,6.4,0.2457,0.5426,0.0269,-0.0768,0.239,0.1079,46 days
2024-04-01,AAPL,2024-05-17,175.0,Call,4.05,4.15,0.2422,0.4089,0.0267,-0.0715,0.2343,0.0829,46 days
2024-04-01,AAPL,2024-05-17,180.0,Call,2.45,2.5,0.2397,0.2859,0.0236,-0.0604,0.2098,0.0586,46 days
2024-04-01,AAPL,2024-05-17,185.0,Call,1.43,1.45,0.2402,0.1883,0.0186,-0.0469,0.1627,0.0384,46 days
2024-04-01,AAPL,2024-05-17,190.0,Call,0.81,0.83,0.2428,0.1184,0.0135,-0.0343,0.1194,0.0243,46 days
2024-04-01,AAPL,2024-05-17,195.0,Call,0.46,0.48,0.2477,0.073,0.0092,-0.0242,0.0836,0.015,46 days
2024-04-01,AAPL,2024-05-17,200.0,Call,0.28,0.3,0.2568,0.0468,0.0063,-0.0176,0.0589,0.0096,46 days
2024-04-01,AAPL,2024-05-17,205.0,Call,0.18,0.19,0.2667,0.0306,0.0043,-0.0128,0.0417,0.0063,46 days
2024-04-01,AAPL,2024-05-17,210.0,Call,0.12,0.13,0.278,0.0208,0.0029,-0.0096,0.0302,0.0043,46 days
