date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho,days_to_expiration
2024-01-01,AAPL,2024-01-12,135.0,Put,0.0,0.03,0.6958,-0.0035,0.0004,-0.0099,0.004,-0.0002,11 days
2024-01-01,AAPL,2024-01-12,140.0,Put,0.01,0.03,0.6309,-0.0039,0.0004,-0.0098,0.0044,-0.0003,11 days
2024-01-01,AAPL,2024-01-12,145.0,Put,0.01,0.02,0.544,-0.0031,0.0004,-0.0068,0.0035,-0.0002,11 days
2024-01-01,AAPL,2024-01-12,150.0,Put,0.01,0.02,0.4849,-0.0034,0.0005,-0.0067,0.0039,-0.0002,11 days
2024-01-01,AAPL,2024-01-12,155.0,Put,0.01,0.03,0.4468,-0.0054,0.0009,-0.0092,0.0058,-0.0004,11 days
2024-01-01,AAPL,2024-01-12,160.0,Put,0.03,0.04,0.3954,-0.007,0.0013,-0.0101,0.0073,-0.0005,11 days
2024-01-01,AAPL,2024-01-12,162.5,Put,0.02,0.05,0.3661,-0.0075,0.0015,-0.01,0.0078,-0.0005,11 days
2024-01-01,AAPL,2024-01-12,167.5,Put,0.05,0.06,0.3271,-0.0125,0.0026,-0.0139,0.0122,-0.0009,11 days
2024-01-01,AAPL,2024-01-12,172.5,Put,0.06,0.09,0.2796,-0.0191,0.0044,-0.017,0.0175,-0.0014,11 days
2024-01-01,AAPL,2024-01-12,177.5,Put,0.12,0.14,0.2392,-0.0357,0.0087,-0.0242,0.0296,-0.0026,11 days
2024-01-01,AAPL,2024-01-12,180.0,Put,0.17,0.2,0.2208,-0.0518,0.0128,-0.0302,0.0424,-0.0036,11 days
2024-01-01,AAPL,2024-01-12,185.0,Put,0.4,0.46,0.1864,-0.1219,0.029,-0.0476,0.08,-0.0083,11 days
2024-01-01,AAPL,2024-01-12,187.5,Put,0.68,0.82,0.1755,-0.2001,0.0428,-0.0611,0.1073,-0.0134,11 days
2024-01-01,AAPL,2024-01-12,192.5,Put,2.15,2.31,0.1604,-0.4736,0.0679,-0.0748,0.1495,-0.0285,11 days
2024-01-01,AAPL,2024-01-12,197.5,Put,5.0,6.2,0.1721,-0.7702,0.052,-0.0555,0.1141,-0.0354,11 days
2024-01-01,AAPL,2024-01-12,200.0,Put,7.0,7.95,0.1578,-0.9089,0.0396,-0.023,0.0639,-0.0243,11 days
2024-01-01,AAPL,2024-01-12,205.0,Put,11.8,12.9,0.172,-1.0,0.0017,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,207.5,Put,14.25,15.35,0.1826,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,212.5,Put,19.4,20.35,0.2087,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,217.5,Put,24.3,25.5,0.2454,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,222.5,Put,29.35,30.55,0.2659,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,225.0,Put,31.9,33.05,0.2659,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,230.0,Put,36.8,38.05,0.2659,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,235.0,Put,41.8,42.9,0.2659,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,240.0,Put,46.8,47.85,0.2659,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,245.0,Put,51.75,52.9,0.2659,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-12,250.0,Put,56.85,58.05,0.2659,-1.0,0.0,0.0,0.0,0.0,11 days
2024-01-01,AAPL,2024-01-26,135.0,Put,0.01,0.04,0.5103,-0.0045,0.0004,-0.0062,0.007,-0.0006,25 days
2024-01-01,AAPL,2024-01-26,140.0,Put,0.01,0.05,0.4753,-0.0059,0.0006,-0.0074,0.0089,-0.0009,25 days
2024-01-01,AAPL,2024-01-26,145.0,Put,0.03,0.06,0.4232,-0.0059,0.0007,-0.0066,0.009,-0.0009,25 days
2024-01-01,AAPL,2024-01-26,150.0,Put,0.05,0.09,0.3996,-0.0094,0.0011,-0.0093,0.0134,-0.0014,25 days
2024-01-01,AAPL,2024-01-26,155.0,Put,0.05,0.11,0.36,-0.0117,0.0015,-0.0101,0.0163,-0.0017,25 days
2024-01-01,AAPL,2024-01-26,160.0,Put,0.08,0.13,0.3268,-0.0163,0.0023,-0.0121,0.0217,-0.0024,25 days
2024-01-01,AAPL,2024-01-26,165.0,Put,0.11,0.14,0.2881,-0.0213,0.0033,-0.0134,0.0273,-0.0032,25 days
2024-01-01,AAPL,2024-01-26,170.0,Put,0.17,0.19,0.257,-0.0326,0.0053,-0.0169,0.0389,-0.0049,25 days
2024-01-01,AAPL,2024-01-26,175.0,Put,0.26,0.3,0.2274,-0.0533,0.009,-0.022,0.063,-0.0075,25 days
2024-01-01,AAPL,2024-01-26,180.0,Put,0.46,0.55,0.2026,-0.0971,0.016,-0.0306,0.0973,-0.0133,25 days
2024-01-01,AAPL,2024-01-26,185.0,Put,1.0,1.13,0.1856,-0.1913,0.0279,-0.0432,0.1483,-0.0255,25 days
2024-01-01,AAPL,2024-01-26,190.0,Put,2.1,2.3,0.1696,-0.3547,0.0423,-0.0514,0.1996,-0.0442,25 days
2024-01-01,AAPL,2024-01-26,195.0,Put,4.25,4.5,0.158,-0.589,0.0499,-0.0457,0.2073,-0.0625,25 days
2024-01-01,AAPL,2024-01-26,200.0,Put,7.5,8.25,0.1515,-0.8277,0.0418,-0.024,0.1381,-0.056,25 days
2024-01-01,AAPL,2024-01-26,205.0,Put,12.0,13.2,0.1806,-0.922,0.0258,-0.0146,0.0786,-0.0392,25 days
2024-01-01,AAPL,2024-01-26,210.0,Put,16.55,18.1,0.1667,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,215.0,Put,21.55,23.1,0.1821,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,220.0,Put,26.6,28.1,0.2015,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,225.0,Put,31.55,33.05,0.2381,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,230.0,Put,36.75,38.1,0.2516,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,235.0,Put,41.6,43.1,0.2787,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,240.0,Put,46.6,48.05,0.2993,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,245.0,Put,51.55,53.1,0.3198,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-01-26,250.0,Put,56.55,58.05,0.3404,-1.0,0.0,0.0,0.0,0.0,25 days
2024-01-01,AAPL,2024-02-16,135.0,Put,0.07,0.1,0.4241,-0.0081,0.0007,-0.0065,0.0157,-0.0022,46 days
2024-01-01,AAPL,2024-02-16,140.0,Put,0.1,0.12,0.3991,-0.0109,0.001,-0.0079,0.0202,-0.0029,46 days
2024-01-01,AAPL,2024-02-16,145.0,Put,0.13,0.15,0.3732,-0.0144,0.0013,-0.0093,0.0257,-0.0039,46 days
2024-01-01,AAPL,2024-02-16,150.0,Put,0.17,0.19,0.3479,-0.0192,0.0019,-0.0111,0.033,-0.0052,46 days
2024-01-01,AAPL,2024-02-16,155.0,Put,0.23,0.25,0.3242,-0.0264,0.0026,-0.0135,0.0431,-0.0071,46 days
2024-01-01,AAPL,2024-02-16,160.0,Put,0.32,0.34,0.3017,-0.0371,0.0038,-0.0165,0.0584,-0.0094,46 days
2024-01-01,AAPL,2024-02-16,165.0,Put,0.46,0.49,0.2815,-0.0542,0.0055,-0.0207,0.0815,-0.0136,46 days
2024-01-01,AAPL,2024-02-16,170.0,Put,0.69,0.72,0.2627,-0.0805,0.0081,-0.0259,0.1095,-0.0202,46 days
2024-01-01,AAPL,2024-02-16,175.0,Put,1.05,1.12,0.246,-0.1218,0.0117,-0.0323,0.1422,-0.0303,46 days
2024-01-01,AAPL,2024-02-16,180.0,Put,1.67,1.78,0.2327,-0.1852,0.0164,-0.0395,0.1919,-0.0454,46 days
2024-01-01,AAPL,2024-02-16,185.0,Put,2.64,2.79,0.2199,-0.2743,0.0218,-0.0452,0.238,-0.0655,46 days
2024-01-01,AAPL,2024-02-16,190.0,Put,4.15,4.35,0.2098,-0.3926,0.0266,-0.0475,0.2707,-0.0899,46 days
2024-01-01,AAPL,2024-02-16,195.0,Put,6.3,6.85,0.2057,-0.5316,0.0287,-0.0455,0.2804,-0.1123,46 days
2024-01-01,AAPL,2024-02-16,200.0,Put,8.85,9.55,0.1854,-0.6926,0.0304,-0.0319,0.2482,-0.12,46 days
2024-01-01,AAPL,2024-02-16,205.0,Put,12.65,13.2,0.1754,-0.8488,0.0274,-0.0167,0.1667,-0.093,46 days
2024-01-01,AAPL,2024-02-16,210.0,Put,16.9,17.95,0.1889,-0.9304,0.021,-0.0089,0.0955,-0.0554,46 days
2024-01-01,AAPL,2024-02-16,215.0,Put,21.8,23.05,0.1912,-0.9996,0.0044,0.0,0.0021,-0.0002,46 days
2024-01-01,AAPL,2024-02-16,220.0,Put,26.8,28.05,0.1969,-1.0,0.0,0.0,0.0,-0.0002,46 days
2024-01-01,AAPL,2024-02-16,225.0,Put,31.8,33.05,0.2041,-1.0,0.0,0.0,0.0,-0.0002,46 days
2024-01-01,AAPL,2024-02-16,230.0,Put,36.85,38.0,0.215,-1.0,0.0,0.0,0.0,-0.0002,46 days
2024-01-01,AAPL,2024-02-16,235.0,Put,41.8,42.85,0.2191,-1.0,0.0,0.0,0.0,-0.0002,46 days
2024-01-01,AAPL,2024-02-16,240.0,Put,46.8,48.0,0.2327,-1.0,0.0,0.0,0.0,-0.0002,46 days
2024-01-01,AAPL,2024-02-16,245.0,Put,51.8,52.8,0.248,-1.0,0.0,0.0,0.0,-0.0002,46 days
2024-01-01,AAPL,2024-02-16,250.0,Put,56.75,57.85,0.2666,-1.0,0.0,0.0,0.0,-0.0002,46 days
2024-01-03,AAPL,2024-01-19,130.0,Put,0.01,0.02,0.6174,-0.0027,0.0003,-0.0061,0.0032,-0.0002,16 days
2024-01-03,AAPL,2024-01-19,135.0,Put,0.01,0.02,0.5564,-0.0029,0.0004,-0.006,0.0035,-0.0002,16 days
2024-01-03,AAPL,2024-01-19,140.0,Put,0.02,0.03,0.509,-0.0039,0.0006,-0.0071,0.0045,-0.0003,16 days
2024-01-03,AAPL,2024-01-19,145.0,Put,0.02,0.03,0.4503,-0.0044,0.0007,-0.0069,0.005,-0.0003,16 days
2024-01-03,AAPL,2024-01-19,150.0,Put,0.03,0.04,0.4086,-0.0066,0.0011,-0.0089,0.0071,-0.0005,16 days
2024-01-03,AAPL,2024-01-19,155.0,Put,0.04,0.06,0.3669,-0.0101,0.0019,-0.0116,0.0104,-0.0008,16 days
2024-01-03,AAPL,2024-01-19,160.0,Put,0.07,0.08,0.3259,-0.0162,0.0032,-0.0155,0.0156,-0.0013,16 days
2024-01-03,AAPL,2024-01-19,165.0,Put,0.11,0.12,0.2838,-0.0269,0.0056,-0.0205,0.024,-0.0022,16 days
2024-01-03,AAPL,2024-01-19,170.0,Put,0.21,0.22,0.2479,-0.0522,0.0112,-0.0305,0.0433,-0.004,16 days
2024-01-03,AAPL,2024-01-19,172.5,Put,0.3,0.32,0.2312,-0.0758,0.016,-0.0378,0.0563,-0.0058,16 days
2024-01-03,AAPL,2024-01-19,177.5,Put,0.69,0.76,0.2025,-0.1704,0.0327,-0.0576,0.1004,-0.0127,16 days
2024-01-03,AAPL,2024-01-19,180.0,Put,1.19,1.26,0.1966,-0.2621,0.0435,-0.0708,0.1268,-0.019,16 days
2024-01-03,AAPL,2024-01-19,185.0,Put,2.72,2.99,0.1725,-0.5211,0.0621,-0.0713,0.1525,-0.0334,16 days
2024-01-03,AAPL,2024-01-19,187.5,Put,4.3,4.4,0.1705,-0.6734,0.0588,-0.0605,0.1404,-0.0382,16 days
2024-01-03,AAPL,2024-01-19,192.5,Put,8.25,8.6,0.1761,-0.8969,0.036,-0.0262,0.0712,-0.0292,16 days
2024-01-03,AAPL,2024-01-19,195.0,Put,10.55,10.85,0.1812,-0.9603,0.0251,-0.0105,0.0359,-0.0152,16 days
2024-01-03,AAPL,2024-01-19,200.0,Put,15.55,15.85,0.1988,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,202.5,Put,18.05,18.4,0.2096,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,207.5,Put,23.05,23.35,0.231,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,212.5,Put,28.05,28.35,0.2649,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,217.5,Put,33.05,33.35,0.2842,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,220.0,Put,35.5,35.85,0.2842,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,225.0,Put,40.5,40.85,0.2842,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,230.0,Put,45.6,45.85,0.2842,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,235.0,Put,50.65,50.85,0.2842,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-01-19,240.0,Put,55.5,55.85,0.2842,-1.0,0.0,0.0,0.0,0.0,16 days
2024-01-03,AAPL,2024-02-02,130.0,Put,0.02,0.06,0.488,-0.0047,0.0005,-0.0057,0.0072,-0.0007,30 days
2024-01-03,AAPL,2024-02-02,135.0,Put,0.03,0.08,0.4574,-0.0067,0.0007,-0.0073,0.0099,-0.001,30 days
2024-01-03,AAPL,2024-02-02,140.0,Put,0.05,0.09,0.4225,-0.009,0.001,-0.0087,0.0128,-0.0014,30 days
2024-01-03,AAPL,2024-02-02,145.0,Put,0.08,0.12,0.3937,-0.0132,0.0016,-0.0114,0.0179,-0.002,30 days
2024-01-03,AAPL,2024-02-02,150.0,Put,0.15,0.16,0.3692,-0.0207,0.0025,-0.0156,0.0264,-0.0032,30 days
2024-01-03,AAPL,2024-02-02,155.0,Put,0.21,0.24,0.3405,-0.031,0.0038,-0.0201,0.0369,-0.0048,30 days
2024-01-03,AAPL,2024-02-02,160.0,Put,0.32,0.35,0.3123,-0.0473,0.0059,-0.0258,0.0521,-0.0074,30 days
2024-01-03,AAPL,2024-02-02,165.0,Put,0.53,0.57,0.2894,-0.0771,0.0095,-0.0349,0.0797,-0.0112,30 days
2024-01-03,AAPL,2024-02-02,170.0,Put,0.92,0.97,0.2695,-0.1284,0.0148,-0.0465,0.1101,-0.0184,30 days
2024-01-03,AAPL,2024-02-02,175.0,Put,1.62,1.69,0.2529,-0.2116,0.0219,-0.0592,0.1571,-0.0295,30 days
2024-01-03,AAPL,2024-02-02,180.0,Put,2.84,2.93,0.2392,-0.3349,0.0294,-0.0686,0.1917,-0.0448,30 days
2024-01-03,AAPL,2024-02-02,185.0,Put,4.75,4.9,0.2272,-0.4942,0.0344,-0.0685,0.2101,-0.0613,30 days
2024-01-03,AAPL,2024-02-02,190.0,Put,7.45,7.8,0.2166,-0.6706,0.0342,-0.0553,0.1929,-0.0717,30 days
2024-01-03,AAPL,2024-02-02,195.0,Put,11.1,11.45,0.2033,-0.8401,0.0285,-0.0303,0.1288,-0.0628,30 days
2024-01-03,AAPL,2024-02-02,200.0,Put,15.45,16.1,0.1944,-0.9689,0.0198,-0.0061,0.0401,-0.0173,30 days
2024-01-03,AAPL,2024-02-02,205.0,Put,20.35,21.05,0.2192,-0.9973,0.0056,0.0,0.0062,0.0,30 days
2024-01-03,AAPL,2024-02-02,210.0,Put,25.35,26.05,0.2266,-1.0,0.0,0.0,0.0,0.0,30 days
2024-01-03,AAPL,2024-02-02,215.0,Put,30.4,31.05,0.2371,-1.0,0.0,0.0,0.0,0.0,30 days
2024-01-03,AAPL,2024-02-02,220.0,Put,35.55,36.05,0.3662,-0.9751,0.007,-0.0117,0.032,-0.026,30 days
2024-01-03,AAPL,2024-02-02,225.0,Put,40.4,41.05,0.2877,-1.0,0.0,0.0,0.0,0.0,30 days
2024-01-03,AAPL,2024-02-02,230.0,Put,45.45,46.0,0.2973,-1.0,0.0,0.0,0.0,0.0,30 days
2024-01-03,AAPL,2024-02-02,235.0,Put,50.45,51.0,0.323,-1.0,0.0,0.0,0.0,0.0,30 days
2024-01-03,AAPL,2024-02-02,240.0,Put,55.6,56.05,0.5163,-0.9764,0.0041,-0.0162,0.0299,-0.0326,30 days
2024-01-03,AAPL,2024-02-16,130.0,Put,0.07,0.09,0.4388,-0.0081,0.0007,-0.0069,0.0143,-0.0019,44 days
2024-01-03,AAPL,2024-02-16,135.0,Put,0.1,0.12,0.414,-0.0115,0.0011,-0.0087,0.0192,-0.0026,44 days
2024-01-03,AAPL,2024-02-16,140.0,Put,0.14,0.16,0.3888,-0.0161,0.0016,-0.0109,0.0257,-0.0037,44 days
2024-01-03,AAPL,2024-02-16,145.0,Put,0.19,0.21,0.3622,-0.0222,0.0022,-0.0132,0.0338,-0.0051,44 days
2024-01-03,AAPL,2024-02-16,150.0,Put,0.26,0.28,0.336,-0.031,0.0032,-0.0161,0.0446,-0.0072,44 days
2024-01-03,AAPL,2024-02-16,155.0,Put,0.38,0.4,0.3134,-0.0453,0.0047,-0.0204,0.0635,-0.0099,44 days
2024-01-03,AAPL,2024-02-16,160.0,Put,0.57,0.59,0.2921,-0.0677,0.007,-0.0259,0.087,-0.0147,44 days
2024-01-03,AAPL,2024-02-16,165.0,Put,0.86,0.9,0.2718,-0.1022,0.0103,-0.0324,0.1149,-0.022,44 days
2024-01-03,AAPL,2024-02-16,170.0,Put,1.38,1.43,0.2558,-0.1575,0.0148,-0.0405,0.1596,-0.0335,44 days
2024-01-03,AAPL,2024-02-16,175.0,Put,2.24,2.3,0.2425,-0.2393,0.0202,-0.0483,0.2036,-0.0501,44 days
2024-01-03,AAPL,2024-02-16,180.0,Put,3.55,3.65,0.2302,-0.3497,0.0255,-0.0527,0.2381,-0.0712,44 days
2024-01-03,AAPL,2024-02-16,185.0,Put,5.45,5.55,0.2173,-0.4863,0.0295,-0.0506,0.2545,-0.0933,44 days
2024-01-03,AAPL,2024-02-16,190.0,Put,8.05,8.2,0.2046,-0.6412,0.0306,-0.0408,0.2375,-0.108,44 days
2024-01-03,AAPL,2024-02-16,195.0,Put,11.5,11.7,0.1946,-0.7952,0.0279,-0.0256,0.1802,-0.1004,44 days
2024-01-03,AAPL,2024-02-16,200.0,Put,15.45,16.25,0.1847,-0.9337,0.0228,-0.0083,0.086,-0.0475,44 days
2024-01-03,AAPL,2024-02-16,205.0,Put,20.5,20.9,0.2043,-0.9822,0.0141,-0.0031,0.0348,-0.0101,44 days
2024-01-03,AAPL,2024-02-16,210.0,Put,25.5,25.9,0.2105,-1.0,0.0,0.0,0.0,-0.0002,44 days
2024-01-03,AAPL,2024-02-16,215.0,Put,30.5,30.9,0.2186,-1.0,0.0,0.0,0.0,-0.0002,44 days
2024-01-03,AAPL,2024-02-16,220.0,Put,35.5,35.9,0.2286,-1.0,0.0,0.0,0.0,-0.0002,44 days
2024-01-03,AAPL,2024-02-16,225.0,Put,40.6,40.9,0.2396,-1.0,0.0,0.0,0.0,-0.0002,44 days
2024-01-03,AAPL,2024-02-16,230.0,Put,45.6,45.9,0.2491,-1.0,0.0,0.0,0.0,-0.0002,44 days
2024-01-03,AAPL,2024-02-16,235.0,Put,50.6,50.9,0.2608,-1.0,0.0,0.0,0.0,-0.0002,44 days
2024-01-03,AAPL,2024-02-16,240.0,Put,55.45,55.9,0.2747,-1.0,0.0,0.0,0.0,-0.0002,44 days
2024-01-05,AAPL,2024-01-19,125.0,Put,0.0,0.02,0.6993,-0.0026,0.0003,-0.007,0.0028,-0.0001,14 days
2024-01-05,AAPL,2024-01-19,130.0,Put,0.0,0.01,0.6337,-0.0029,0.0004,-0.0071,0.0031,-0.0002,14 days
2024-01-05,AAPL,2024-01-19,135.0,Put,0.0,0.01,0.5681,-0.0032,0.0004,-0.007,0.0035,-0.0002,14 days
2024-01-05,AAPL,2024-01-19,140.0,Put,0.01,0.02,0.5024,-0.0035,0.0005,-0.0066,0.0037,-0.0002,14 days
2024-01-05,AAPL,2024-01-19,145.0,Put,0.02,0.03,0.4514,-0.0048,0.0008,-0.0078,0.0049,-0.0003,14 days
2024-01-05,AAPL,2024-01-19,150.0,Put,0.02,0.04,0.398,-0.0064,0.0012,-0.0089,0.0063,-0.0004,14 days
2024-01-05,AAPL,2024-01-19,155.0,Put,0.04,0.05,0.3542,-0.0103,0.0021,-0.012,0.0097,-0.0007,14 days
2024-01-05,AAPL,2024-01-19,157.5,Put,0.05,0.06,0.3314,-0.0131,0.0028,-0.0138,0.0119,-0.0009,14 days
2024-01-05,AAPL,2024-01-19,162.5,Put,0.09,0.1,0.2907,-0.024,0.0054,-0.0201,0.02,-0.0017,14 days
2024-01-05,AAPL,2024-01-19,167.5,Put,0.18,0.19,0.2521,-0.0487,0.0113,-0.0309,0.0358,-0.0034,14 days
2024-01-05,AAPL,2024-01-19,170.0,Put,0.28,0.29,0.2364,-0.0744,0.0168,-0.0403,0.0517,-0.0049,14 days
2024-01-05,AAPL,2024-01-19,175.0,Put,0.73,0.88,0.2161,-0.1878,0.0354,-0.0693,0.0971,-0.012,14 days
2024-01-05,AAPL,2024-01-19,177.5,Put,1.01,1.25,0.1906,-0.269,0.0494,-0.0734,0.1171,-0.0167,14 days
2024-01-05,AAPL,2024-01-19,180.0,Put,1.97,2.02,0.19,-0.4064,0.0587,-0.0841,0.138,-0.0241,14 days
2024-01-05,AAPL,2024-01-19,185.0,Put,4.6,4.8,0.1787,-0.7138,0.0578,-0.0632,0.1226,-0.0339,14 days
2024-01-05,AAPL,2024-01-19,187.5,Put,6.6,7.3,0.2088,-0.7949,0.0424,-0.0608,0.0994,-0.0345,14 days
2024-01-05,AAPL,2024-01-19,192.5,Put,10.55,11.85,0.1834,-0.9873,0.0185,-0.0043,0.0152,-0.0042,14 days
2024-01-05,AAPL,2024-01-19,195.0,Put,13.4,14.0,0.1948,-1.0,0.001,0.0,0.0,0.0,14 days
2024-01-05,AAPL,2024-01-19,200.0,Put,18.3,19.65,0.3338,-0.9432,0.0128,-0.0362,0.0428,-0.0254,14 days
2024-01-05,AAPL,2024-01-19,205.0,Put,23.1,24.35,0.2624,-1.0,0.0,0.0,0.0,0.0,14 days
2024-01-05,AAPL,2024-01-19,207.5,Put,25.65,27.15,0.4013,-0.9677,0.0077,-0.0264,0.0268,-0.0199,14 days
2024-01-05,AAPL,2024-01-19,212.5,Put,30.6,32.75,0.5387,-0.9351,0.0077,-0.0716,0.0472,-0.0334,14 days
2024-01-05,AAPL,2024-01-19,217.5,Put,35.55,37.15,0.4812,-0.9845,0.0046,-0.0161,0.0139,-0.0132,14 days
2024-01-05,AAPL,2024-01-19,222.5,Put,40.9,42.15,0.6125,-0.9594,0.0051,-0.0543,0.0327,-0.0286,14 days
2024-01-05,AAPL,2024-01-19,227.5,Put,45.55,47.3,0.6243,-0.9738,0.0039,-0.0366,0.0217,-0.0224,14 days
2024-01-05,AAPL,2024-01-19,230.0,Put,47.9,49.8,0.6014,-0.9872,0.0031,-0.0176,0.0113,-0.0133,14 days
2024-01-05,AAPL,2024-01-19,235.0,Put,53.1,54.45,0.6461,-0.9881,0.0027,-0.0179,0.0108,-0.0133,14 days
2024-01-05,AAPL,2024-02-02,125.0,Put,0.01,1.06,0.8969,-0.0509,0.0023,-0.0826,0.0525,-0.0078,28 days
2024-01-05,AAPL,2024-02-02,130.0,Put,0.02,1.13,0.7197,-0.037,0.0022,-0.0511,0.0406,-0.0055,28 days
2024-01-05,AAPL,2024-02-02,135.0,Put,0.03,1.09,0.6482,-0.0399,0.0026,-0.0488,0.0431,-0.0059,28 days
2024-01-05,AAPL,2024-02-02,140.0,Put,0.07,0.12,0.4294,-0.0118,0.0014,-0.0115,0.0154,-0.0017,28 days
2024-01-05,AAPL,2024-02-02,145.0,Put,0.1,0.12,0.3984,-0.0173,0.0021,-0.0148,0.0215,-0.0025,28 days
2024-01-05,AAPL,2024-02-02,150.0,Put,0.01,1.25,0.3674,-0.0257,0.0032,-0.0189,0.03,-0.0037,28 days
2024-01-05,AAPL,2024-02-02,155.0,Put,0.06,0.27,0.3364,-0.0386,0.0049,-0.0242,0.042,-0.0055,28 days
2024-01-05,AAPL,2024-02-02,160.0,Put,0.39,0.42,0.3055,-0.0593,0.0077,-0.0308,0.0609,-0.0079,28 days
2024-01-05,AAPL,2024-02-02,165.0,Put,0.28,0.8,0.2647,-0.0857,0.0118,-0.035,0.0813,-0.0113,28 days
2024-01-05,AAPL,2024-02-02,170.0,Put,1.22,1.3,0.2661,-0.1706,0.0191,-0.0562,0.1288,-0.0222,28 days
2024-01-05,AAPL,2024-02-02,175.0,Put,1.83,2.26,0.2388,-0.2707,0.028,-0.0643,0.1645,-0.034,28 days
2024-01-05,AAPL,2024-02-02,180.0,Put,3.8,4.05,0.24,-0.4298,0.0334,-0.0746,0.1974,-0.0509,28 days
2024-01-05,AAPL,2024-02-02,185.0,Put,5.65,6.9,0.222,-0.6089,0.0364,-0.0635,0.191,-0.0641,28 days
2024-01-05,AAPL,2024-02-02,190.0,Put,9.0,10.15,0.204,-0.7974,0.0324,-0.0379,0.1391,-0.0628,28 days
2024-01-05,AAPL,2024-02-02,195.0,Put,13.5,15.0,0.2396,-0.8735,0.0221,-0.0317,0.1072,-0.0567,28 days
2024-01-05,AAPL,2024-02-02,200.0,Put,17.55,19.65,0.2232,-0.9824,0.0134,-0.0044,0.0257,-0.0114,28 days
2024-01-05,AAPL,2024-02-02,205.0,Put,22.35,25.25,0.2301,-1.0,0.0,0.0,0.0,0.0,28 days
2024-01-05,AAPL,2024-02-02,210.0,Put,27.5,30.3,0.3335,-0.9641,0.009,-0.0149,0.0418,-0.0304,28 days
2024-01-05,AAPL,2024-02-02,215.0,Put,33.45,34.75,0.4172,-0.9384,0.008,-0.0328,0.0624,-0.0517,28 days
2024-01-05,AAPL,2024-02-02,220.0,Put,37.0,40.2,0.2741,-1.0,0.0,0.0,0.0,0.0,28 days
2024-01-05,AAPL,2024-02-02,225.0,Put,42.0,45.15,0.2893,-1.0,0.0,0.0,0.0,0.0,28 days
2024-01-05,AAPL,2024-02-02,230.0,Put,47.85,50.4,0.5447,-0.9478,0.0053,-0.0388,0.0549,-0.0546,28 days
2024-01-05,AAPL,2024-02-02,235.0,Put,53.15,55.3,0.6014,-0.9424,0.0049,-0.0479,0.0579,-0.0607,28 days
2024-01-05,AAPL,2024-02-23,125.0,Put,0.03,0.1,0.3379,-0.0009,0.0001,-0.0007,0.0021,-0.0002,49 days
2024-01-05,AAPL,2024-02-23,130.0,Put,0.04,0.14,0.4059,-0.0094,0.0009,-0.0067,0.0168,-0.0024,49 days
2024-01-05,AAPL,2024-02-23,135.0,Put,0.09,0.19,0.3886,-0.0146,0.0014,-0.0093,0.0246,-0.0037,49 days
2024-01-05,AAPL,2024-02-23,140.0,Put,0.13,0.21,0.3576,-0.0188,0.0019,-0.0105,0.0304,-0.0048,49 days
2024-01-05,AAPL,2024-02-23,145.0,Put,0.22,0.3,0.3396,-0.0287,0.0029,-0.0142,0.0434,-0.0073,49 days
