date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho,days_to_expiration
2024-03-01,AAPL,2024-03-15,145.0,Put,0.04,0.05,0.4686,-0.008,0.0013,-0.0127,0.0077,-0.0005,14 days
2024-03-01,AAPL,2024-03-15,150.0,Put,0.06,0.07,0.423,-0.0122,0.0021,-0.0166,0.0112,-0.0008,14 days
2024-03-01,AAPL,2024-03-15,152.5,Put,0.07,0.08,0.3973,-0.0147,0.0026,-0.0183,0.0131,-0.001,14 days
2024-03-01,AAPL,2024-03-15,157.5,Put,0.09,0.1,0.3417,-0.0209,0.0041,-0.021,0.0176,-0.0014,14 days
2024-03-01,AAPL,2024-03-15,162.5,Put,0.13,0.14,0.2897,-0.0331,0.0072,-0.026,0.0259,-0.0023,14 days
2024-03-01,AAPL,2024-03-15,165.0,Put,0.16,0.18,0.265,-0.0437,0.0099,-0.0297,0.0325,-0.003,14 days
2024-03-01,AAPL,2024-03-15,170.0,Put,0.34,0.35,0.2243,-0.0921,0.021,-0.0444,0.0589,-0.0059,14 days
2024-03-01,AAPL,2024-03-15,172.5,Put,0.56,0.59,0.2119,-0.1471,0.0311,-0.0578,0.0834,-0.0094,14 days
2024-03-01,AAPL,2024-03-15,175.0,Put,0.99,1.02,0.2044,-0.2349,0.0432,-0.0735,0.1085,-0.0146,14 days
2024-03-01,AAPL,2024-03-15,180.0,Put,2.73,2.81,0.1965,-0.4974,0.0593,-0.0877,0.1399,-0.0282,14 days
2024-03-01,AAPL,2024-03-15,182.5,Put,4.15,4.25,0.1943,-0.6441,0.0573,-0.0779,0.1299,-0.0331,14 days
2024-03-01,AAPL,2024-03-15,187.5,Put,8.0,8.3,0.2021,-0.8651,0.0365,-0.0419,0.0779,-0.0303,14 days
2024-03-01,AAPL,2024-03-15,190.0,Put,10.35,10.65,0.2188,-0.9163,0.0266,-0.0306,0.0569,-0.0254,14 days
2024-03-01,AAPL,2024-03-15,195.0,Put,15.0,15.75,0.2534,-0.9697,0.0147,-0.0138,0.0251,-0.0137,14 days
2024-03-01,AAPL,2024-03-15,197.5,Put,17.65,18.1,0.2845,-0.9727,0.0119,-0.0144,0.0241,-0.0137,14 days
2024-03-01,AAPL,2024-03-15,202.5,Put,22.65,23.1,0.3434,-0.9769,0.0085,-0.0153,0.0203,-0.0137,14 days
2024-03-01,AAPL,2024-03-15,207.5,Put,27.65,28.1,0.3991,-0.9798,0.0065,-0.016,0.0171,-0.0137,14 days
2024-03-01,AAPL,2024-03-15,210.0,Put,30.15,30.6,0.4262,-0.9809,0.0058,-0.0164,0.0169,-0.0137,14 days
2024-03-01,AAPL,2024-03-15,215.0,Put,35.15,35.6,0.4789,-0.9828,0.0047,-0.0171,0.016,-0.0138,14 days
2024-03-01,AAPL,2024-03-15,220.0,Put,40.15,40.6,0.529,-0.9843,0.004,-0.0178,0.0139,-0.0139,14 days
2024-03-01,AAPL,2024-03-15,225.0,Put,45.15,45.6,0.5779,-0.9854,0.0034,-0.0185,0.0137,-0.014,14 days
2024-03-01,AAPL,2024-03-15,230.0,Put,50.15,50.6,0.6245,-0.9864,0.003,-0.019,0.0119,-0.0141,14 days
2024-03-01,AAPL,2024-03-15,235.0,Put,55.15,55.6,0.6698,-0.9871,0.0027,-0.0196,0.0113,-0.0142,14 days
2024-03-01,AAPL,2024-03-28,125.0,Put,0.02,0.04,0.5176,-0.0037,0.0004,-0.005,0.0054,-0.0005,27 days
2024-03-01,AAPL,2024-03-28,130.0,Put,0.03,0.05,0.4821,-0.0051,0.0006,-0.0063,0.0072,-0.0007,27 days
2024-03-01,AAPL,2024-03-28,135.0,Put,0.05,0.07,0.4533,-0.0078,0.0009,-0.0086,0.0105,-0.001,27 days
2024-03-01,AAPL,2024-03-28,140.0,Put,0.07,0.09,0.4178,-0.011,0.0014,-0.0106,0.0141,-0.0015,27 days
2024-03-01,AAPL,2024-03-28,145.0,Put,0.09,0.11,0.3782,-0.0147,0.002,-0.0124,0.0182,-0.002,27 days
2024-03-01,AAPL,2024-03-28,150.0,Put,0.12,0.13,0.338,-0.02,0.0029,-0.0142,0.0236,-0.0027,27 days
2024-03-01,AAPL,2024-03-28,155.0,Put,0.16,0.18,0.3011,-0.0291,0.0045,-0.0173,0.0324,-0.0039,27 days
2024-03-01,AAPL,2024-03-28,160.0,Put,0.25,0.26,0.2677,-0.046,0.0073,-0.0221,0.0471,-0.0062,27 days
2024-03-01,AAPL,2024-03-28,165.0,Put,0.4,0.42,0.2352,-0.0772,0.0126,-0.0289,0.0745,-0.0097,27 days
2024-03-01,AAPL,2024-03-28,170.0,Put,0.82,0.83,0.2141,-0.1489,0.0224,-0.0413,0.1137,-0.0183,27 days
2024-03-01,AAPL,2024-03-28,175.0,Put,1.75,1.8,0.2007,-0.2845,0.0352,-0.055,0.1679,-0.0334,27 days
2024-03-01,AAPL,2024-03-28,180.0,Put,3.6,3.7,0.1939,-0.484,0.0437,-0.0593,0.1938,-0.0519,27 days
2024-03-01,AAPL,2024-03-28,185.0,Put,6.55,6.7,0.1897,-0.7004,0.0414,-0.0464,0.1695,-0.0619,27 days
2024-03-01,AAPL,2024-03-28,190.0,Put,10.5,10.85,0.193,-0.8682,0.0302,-0.0251,0.1043,-0.0506,27 days
2024-03-01,AAPL,2024-03-28,195.0,Put,15.15,15.65,0.2102,-0.9535,0.0193,-0.0102,0.0494,-0.0262,27 days
2024-03-01,AAPL,2024-03-28,200.0,Put,20.15,20.65,0.2584,-0.9614,0.0134,-0.0112,0.043,-0.0263,27 days
2024-03-01,AAPL,2024-03-28,205.0,Put,25.15,25.65,0.3038,-0.9666,0.0101,-0.012,0.0384,-0.0264,27 days
2024-03-01,AAPL,2024-03-28,210.0,Put,30.15,30.65,0.3465,-0.9703,0.0081,-0.0128,0.033,-0.0266,27 days
2024-03-01,AAPL,2024-03-28,215.0,Put,35.15,35.65,0.388,-0.9731,0.0067,-0.0135,0.0321,-0.0268,27 days
2024-03-01,AAPL,2024-03-28,220.0,Put,40.15,40.65,0.4272,-0.9753,0.0057,-0.0141,0.0278,-0.027,27 days
2024-03-01,AAPL,2024-03-28,225.0,Put,45.15,45.65,0.4653,-0.977,0.0049,-0.0147,0.027,-0.0271,27 days
2024-03-01,AAPL,2024-03-28,230.0,Put,50.15,50.65,0.5021,-0.9784,0.0043,-0.0152,0.0254,-0.0273,27 days
2024-03-01,AAPL,2024-03-28,235.0,Put,55.15,55.65,0.5374,-0.9796,0.0039,-0.0157,0.0228,-0.0275,27 days
2024-03-01,AAPL,2024-04-19,125.0,Put,0.07,0.09,0.4341,-0.008,0.0007,-0.0062,0.0144,-0.002,49 days
2024-03-01,AAPL,2024-04-19,130.0,Put,0.09,0.11,0.4044,-0.0105,0.001,-0.0072,0.0183,-0.0026,49 days
2024-03-01,AAPL,2024-04-19,135.0,Put,0.11,0.13,0.3727,-0.0133,0.0013,-0.0082,0.0225,-0.0033,49 days
2024-03-01,AAPL,2024-04-19,140.0,Put,0.15,0.17,0.3465,-0.0184,0.0019,-0.01,0.0298,-0.0046,49 days
2024-03-01,AAPL,2024-04-19,145.0,Put,0.2,0.21,0.3179,-0.0249,0.0027,-0.0117,0.0383,-0.0062,49 days
2024-03-01,AAPL,2024-04-19,150.0,Put,0.27,0.28,0.2912,-0.0348,0.004,-0.0141,0.0543,-0.0081,49 days
2024-03-01,AAPL,2024-04-19,155.0,Put,0.37,0.38,0.2643,-0.0497,0.0059,-0.0169,0.0727,-0.0115,49 days
2024-03-01,AAPL,2024-04-19,160.0,Put,0.55,0.56,0.2409,-0.0754,0.009,-0.0211,0.1003,-0.0172,49 days
2024-03-01,AAPL,2024-04-19,165.0,Put,0.89,0.91,0.2217,-0.1211,0.0139,-0.027,0.1328,-0.0272,49 days
2024-03-01,AAPL,2024-04-19,170.0,Put,1.57,1.6,0.2092,-0.2002,0.0207,-0.0345,0.1875,-0.0436,49 days
2024-03-01,AAPL,2024-04-19,175.0,Put,2.75,2.8,0.1993,-0.318,0.028,-0.0403,0.2349,-0.066,49 days
2024-03-01,AAPL,2024-04-19,180.0,Put,4.65,4.7,0.1919,-0.4711,0.0333,-0.041,0.2599,-0.0897,49 days
2024-03-01,AAPL,2024-04-19,185.0,Put,7.35,7.55,0.1872,-0.6406,0.034,-0.0346,0.2407,-0.1041,49 days
2024-03-01,AAPL,2024-04-19,190.0,Put,10.95,11.3,0.1865,-0.7957,0.0298,-0.0231,0.184,-0.0962,49 days
2024-03-01,AAPL,2024-04-19,195.0,Put,15.15,15.85,0.1886,-0.9167,0.0236,-0.0106,0.1015,-0.0574,49 days
2024-03-01,AAPL,2024-04-19,200.0,Put,20.2,20.65,0.2185,-0.9479,0.0171,-0.0081,0.0712,-0.0445,49 days
2024-03-01,AAPL,2024-04-19,205.0,Put,25.1,25.65,0.245,-0.9694,0.0129,-0.0048,0.0483,-0.0267,49 days
2024-03-01,AAPL,2024-04-19,210.0,Put,30.1,30.6,0.2696,-0.9858,0.0087,-0.0037,0.0274,-0.01,49 days
2024-03-01,AAPL,2024-04-19,215.0,Put,35.1,35.65,0.3112,-0.9753,0.0084,-0.0053,0.0401,-0.0272,49 days
2024-03-01,AAPL,2024-04-19,220.0,Put,40.15,40.65,0.3494,-0.9711,0.0075,-0.009,0.0452,-0.0354,49 days
2024-03-01,AAPL,2024-04-19,225.0,Put,45.15,45.65,0.3796,-0.973,0.0065,-0.0093,0.0421,-0.0355,49 days
2024-03-01,AAPL,2024-04-19,230.0,Put,50.1,50.65,0.4007,-0.9803,0.0054,-0.0061,0.0325,-0.0281,49 days
2024-03-01,AAPL,2024-04-19,235.0,Put,55.15,55.65,0.4371,-0.9759,0.0052,-0.0099,0.0389,-0.0357,49 days
2024-03-04,AAPL,2024-03-15,125.0,Put,0.01,0.02,0.7255,-0.0029,0.0004,-0.0088,0.0027,-0.0001,11 days
2024-03-04,AAPL,2024-03-15,130.0,Put,0.01,0.02,0.6483,-0.0032,0.0004,-0.0087,0.0029,-0.0001,11 days
2024-03-04,AAPL,2024-03-15,135.0,Put,0.02,0.03,0.5875,-0.0043,0.0007,-0.0102,0.0038,-0.0002,11 days
2024-03-04,AAPL,2024-03-15,140.0,Put,0.03,0.05,0.5422,-0.0072,0.0012,-0.0148,0.006,-0.0003,11 days
2024-03-04,AAPL,2024-03-15,145.0,Put,0.06,0.08,0.502,-0.0128,0.0021,-0.0226,0.01,-0.0006,11 days
2024-03-04,AAPL,2024-03-15,150.0,Put,0.09,0.1,0.4428,-0.0189,0.0034,-0.0278,0.014,-0.001,11 days
2024-03-04,AAPL,2024-03-15,152.5,Put,0.09,0.12,0.4088,-0.0222,0.0042,-0.0293,0.016,-0.0011,11 days
2024-03-04,AAPL,2024-03-15,157.5,Put,0.15,0.17,0.3528,-0.0366,0.0075,-0.0382,0.0243,-0.0019,11 days
2024-03-04,AAPL,2024-03-15,160.0,Put,0.19,0.2,0.3222,-0.0471,0.01,-0.0426,0.0298,-0.0025,11 days
2024-03-04,AAPL,2024-03-15,165.0,Put,0.36,0.37,0.2711,-0.093,0.0203,-0.0602,0.0514,-0.0046,11 days
2024-03-04,AAPL,2024-03-15,167.5,Put,0.56,0.59,0.2537,-0.1429,0.0295,-0.076,0.0711,-0.007,11 days
2024-03-04,AAPL,2024-03-15,172.5,Put,1.59,1.63,0.2338,-0.3362,0.052,-0.1105,0.1114,-0.0158,11 days
2024-03-04,AAPL,2024-03-15,175.0,Put,2.56,2.61,0.2277,-0.4745,0.0587,-0.1152,0.1205,-0.0212,11 days
2024-03-04,AAPL,2024-03-15,177.5,Put,3.9,4.0,0.2241,-0.6213,0.0577,-0.1052,0.1152,-0.0257,11 days
2024-03-04,AAPL,2024-03-15,182.5,Put,7.65,7.9,0.2285,-0.8528,0.0374,-0.0589,0.0693,-0.0257,11 days
2024-03-04,AAPL,2024-03-15,185.0,Put,9.85,10.2,0.2297,-0.9272,0.0261,-0.0325,0.0435,-0.0195,11 days
2024-03-04,AAPL,2024-03-15,190.0,Put,14.8,15.1,0.2833,-0.9652,0.0142,-0.0208,0.0239,-0.0138,11 days
2024-03-04,AAPL,2024-03-15,192.5,Put,17.25,17.6,0.305,-0.9781,0.0107,-0.0141,0.0172,-0.01,11 days
2024-03-04,AAPL,2024-03-15,197.5,Put,22.15,22.65,0.308,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-03-15,202.5,Put,27.15,27.6,0.3375,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-03-15,205.0,Put,29.65,30.1,0.3536,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-03-15,210.0,Put,34.65,35.1,0.4012,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-03-15,215.0,Put,39.7,40.1,0.4526,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-03-15,220.0,Put,44.65,45.1,0.504,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-03-15,225.0,Put,49.7,50.1,0.5553,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-03-15,230.0,Put,54.7,55.1,0.6067,-1.0,0.0,0.0,0.0,0.0,11 days
2024-03-04,AAPL,2024-04-05,125.0,Put,0.03,0.05,0.5538,-0.015,0.0013,-0.0166,0.0197,-0.0024,32 days
2024-03-04,AAPL,2024-04-05,130.0,Put,0.05,0.1,0.4466,-0.0092,0.001,-0.0087,0.0128,-0.0014,32 days
2024-03-04,AAPL,2024-04-05,135.0,Put,0.09,0.11,0.4128,-0.0128,0.0015,-0.0107,0.0172,-0.002,32 days
2024-03-04,AAPL,2024-04-05,140.0,Put,0.1,0.14,0.3725,-0.0166,0.0021,-0.012,0.0214,-0.0026,32 days
2024-03-04,AAPL,2024-04-05,145.0,Put,0.17,0.18,0.3427,-0.0251,0.0033,-0.0156,0.0304,-0.004,32 days
2024-03-04,AAPL,2024-04-05,150.0,Put,0.23,0.25,0.3084,-0.0364,0.005,-0.019,0.0414,-0.0058,32 days
2024-03-04,AAPL,2024-04-05,155.0,Put,0.34,0.37,0.2767,-0.0562,0.0079,-0.024,0.0621,-0.0083,32 days
2024-03-04,AAPL,2024-04-05,160.0,Put,0.56,0.59,0.2486,-0.0928,0.0129,-0.0312,0.0889,-0.0135,32 days
2024-03-04,AAPL,2024-04-05,165.0,Put,1.06,1.1,0.2297,-0.1659,0.0211,-0.0424,0.1318,-0.0235,32 days
2024-03-04,AAPL,2024-04-05,170.0,Put,2.08,2.15,0.2177,-0.2908,0.0309,-0.0538,0.1782,-0.0396,32 days
2024-03-04,AAPL,2024-04-05,175.0,Put,3.85,3.95,0.2077,-0.4635,0.0383,-0.0569,0.2049,-0.0582,32 days
2024-03-04,AAPL,2024-04-05,180.0,Put,6.55,6.9,0.2036,-0.6558,0.0379,-0.048,0.1898,-0.0709,32 days
2024-03-04,AAPL,2024-04-05,185.0,Put,10.25,10.7,0.2008,-0.8262,0.0307,-0.0292,0.1331,-0.0645,32 days
2024-03-04,AAPL,2024-04-05,190.0,Put,14.85,15.15,0.2066,-0.9379,0.0215,-0.0121,0.0651,-0.0358,32 days
2024-03-04,AAPL,2024-04-05,195.0,Put,19.8,20.25,0.2589,-0.9423,0.015,-0.0151,0.0616,-0.0402,32 days
2024-03-04,AAPL,2024-04-05,200.0,Put,24.55,25.25,0.2349,-1.0,0.0,0.0,0.0,0.0,32 days
2024-03-04,AAPL,2024-04-05,205.0,Put,29.55,30.25,0.2485,-1.0,0.0,0.0,0.0,0.0,32 days
2024-03-04,AAPL,2024-04-05,210.0,Put,34.55,35.2,0.2638,-1.0,0.0,0.0,0.0,0.0,32 days
2024-03-04,AAPL,2024-04-05,215.0,Put,39.55,40.5,0.4261,-0.9623,0.0065,-0.0191,0.0417,-0.0405,32 days
2024-03-04,AAPL,2024-04-05,220.0,Put,44.55,45.5,0.4635,-0.9648,0.0056,-0.0198,0.0403,-0.0406,32 days
2024-03-04,AAPL,2024-04-05,225.0,Put,49.55,50.2,0.3286,-1.0,0.0,0.0,0.0,0.0,32 days
2024-03-04,AAPL,2024-04-05,230.0,Put,54.55,55.2,0.3541,-1.0,0.0,0.0,0.0,0.0,32 days
2024-03-04,AAPL,2024-04-19,125.0,Put,0.09,0.1,0.4306,-0.0099,0.0009,-0.0074,0.0165,-0.0023,46 days
2024-03-04,AAPL,2024-04-19,130.0,Put,0.12,0.13,0.4018,-0.0136,0.0013,-0.009,0.0216,-0.0031,46 days
2024-03-04,AAPL,2024-04-19,135.0,Put,0.16,0.17,0.3732,-0.0186,0.0019,-0.011,0.0283,-0.0043,46 days
2024-03-04,AAPL,2024-04-19,140.0,Put,0.2,0.21,0.3408,-0.0246,0.0027,-0.0126,0.0358,-0.0056,46 days
2024-03-04,AAPL,2024-04-19,145.0,Put,0.27,0.28,0.3123,-0.0344,0.0039,-0.0151,0.0474,-0.0079,46 days
2024-03-04,AAPL,2024-04-19,150.0,Put,0.37,0.38,0.2837,-0.049,0.0057,-0.0182,0.0667,-0.0104,46 days
2024-03-04,AAPL,2024-04-19,155.0,Put,0.55,0.56,0.2589,-0.0743,0.0088,-0.0228,0.0921,-0.0156,46 days
2024-03-04,AAPL,2024-04-19,160.0,Put,0.89,0.9,0.2385,-0.1187,0.0135,-0.0291,0.1255,-0.0246,46 days
2024-03-04,AAPL,2024-04-19,165.0,Put,1.55,1.56,0.2243,-0.1948,0.02,-0.0371,0.171,-0.0392,46 days
2024-03-04,AAPL,2024-04-19,170.0,Put,2.69,2.73,0.2137,-0.309,0.0272,-0.0438,0.2215,-0.0594,46 days
2024-03-04,AAPL,2024-04-19,175.0,Put,4.5,4.6,0.2053,-0.4582,0.0326,-0.0452,0.2449,-0.0816,46 days
2024-03-04,AAPL,2024-04-19,180.0,Put,7.15,7.35,0.2,-0.6249,0.0335,-0.0391,0.2355,-0.0968,46 days
2024-03-04,AAPL,2024-04-19,185.0,Put,10.65,10.95,0.1964,-0.7827,0.0298,-0.0266,0.1831,-0.0926,46 days
2024-03-04,AAPL,2024-04-19,190.0,Put,14.9,15.25,0.194,-0.9129,0.0236,-0.0115,0.0994,-0.0573,46 days
2024-03-04,AAPL,2024-04-19,195.0,Put,19.65,20.1,0.2094,-0.9744,0.0158,-0.0037,0.0406,-0.0201,46 days
2024-03-04,AAPL,2024-04-19,200.0,Put,24.65,25.1,0.2186,-1.0,0.0004,0.0,0.0,0.0,46 days
2024-03-04,AAPL,2024-04-19,205.0,Put,29.65,30.15,0.2322,-1.0,0.0,0.0,0.0,0.0,46 days
2024-03-04,AAPL,2024-04-19,210.0,Put,34.65,35.15,0.2461,-1.0,0.0,0.0,0.0,0.0,46 days
2024-03-04,AAPL,2024-04-19,215.0,Put,39.65,40.15,0.2619,-1.0,0.0,0.0,0.0,0.0,46 days
2024-03-04,AAPL,2024-04-19,220.0,Put,44.65,45.15,0.2744,-1.0,0.0,0.0,0.0,0.0,46 days
2024-03-04,AAPL,2024-04-19,225.0,Put,49.65,50.15,0.2898,-1.0,0.0,0.0,0.0,0.0,46 days
2024-03-04,AAPL,2024-04-19,230.0,Put,54.65,55.15,0.3017,-1.0,0.0,0.0,0.0,0.0,46 days
2024-03-06,AAPL,2024-03-22,120.0,Put,0.01,0.04,0.6623,-0.0051,0.0006,-0.0107,0.0052,-0.0003,16 days
2024-03-06,AAPL,2024-03-22,125.0,Put,0.01,0.04,0.5912,-0.0057,0.0007,-0.0105,0.0057,-0.0004,16 days
2024-03-06,AAPL,2024-03-22,130.0,Put,0.03,0.05,0.5223,-0.0064,0.0009,-0.0103,0.0064,-0.0004,16 days
2024-03-06,AAPL,2024-03-22,135.0,Put,0.04,0.07,0.4739,-0.0094,0.0015,-0.013,0.0089,-0.0007,16 days
2024-03-06,AAPL,2024-03-22,140.0,Put,0.08,0.09,0.4318,-0.0152,0.0025,-0.0179,0.0135,-0.0011,16 days
2024-03-06,AAPL,2024-03-22,145.0,Put,0.12,0.13,0.385,-0.0237,0.0041,-0.0233,0.0198,-0.0018,16 days
2024-03-06,AAPL,2024-03-22,150.0,Put,0.19,0.2,0.3396,-0.0393,0.007,-0.0309,0.03,-0.0029,16 days
2024-03-06,AAPL,2024-03-22,155.0,Put,0.32,0.34,0.2959,-0.0696,0.0127,-0.042,0.0472,-0.0052,16 days
2024-03-06,AAPL,2024-03-22,160.0,Put,0.67,0.71,0.2637,-0.1414,0.0242,-0.0623,0.0827,-0.0098,16 days
2024-03-06,AAPL,2024-03-22,162.5,Put,1.03,1.06,0.2513,-0.2043,0.0321,-0.0744,0.101,-0.014,16 days
2024-03-06,AAPL,2024-03-22,165.0,Put,1.59,1.66,0.2444,-0.2921,0.0402,-0.0866,0.1232,-0.0195,16 days
2024-03-06,AAPL,2024-03-22,170.0,Put,3.55,3.65,0.2351,-0.5197,0.0492,-0.0931,0.1399,-0.0318,16 days
2024-03-06,AAPL,2024-03-22,172.5,Put,4.85,5.15,0.2279,-0.6439,0.0483,-0.0815,0.1299,-0.0363,16 days
2024-03-06,AAPL,2024-03-22,175.0,Put,6.65,6.95,0.2291,-0.7531,0.042,-0.0666,0.1127,-0.0377,16 days
2024-03-06,AAPL,2024-03-22,180.0,Put,10.9,11.2,0.2291,-0.9151,0.0256,-0.0283,0.0576,-0.0274,16 days
2024-03-06,AAPL,2024-03-22,182.5,Put,13.0,13.7,0.2523,-0.9395,0.0195,-0.0234,0.0428,-0.0238,16 days
2024-03-06,AAPL,2024-03-22,185.0,Put,15.7,16.2,0.274,-0.9571,0.0152,-0.0185,0.0329,-0.0199,16 days
2024-03-06,AAPL,2024-03-22,190.0,Put,20.45,21.0,0.2856,-0.9981,0.0039,0.0,0.0025,0.0,16 days
2024-03-06,AAPL,2024-03-22,195.0,Put,25.55,26.2,0.3071,-1.0,0.0,0.0,0.0,0.0,16 days
2024-03-06,AAPL,2024-03-22,197.5,Put,28.0,28.85,0.4111,-0.9767,0.0068,-0.017,0.0207,-0.016,16 days
2024-03-06,AAPL,2024-03-22,202.5,Put,32.9,33.8,0.3575,-1.0,0.0,0.0,0.0,0.0,16 days
2024-03-06,AAPL,2024-03-22,205.0,Put,35.5,36.25,0.3727,-1.0,0.0,0.0,0.0,0.0,16 days
2024-03-06,AAPL,2024-03-22,210.0,Put,40.55,41.25,0.5208,-0.988,0.004,-0.0122,0.012,-0.0106,16 days
2024-03-06,AAPL,2024-03-22,215.0,Put,45.55,46.15,0.4263,-1.0,0.0,0.0,0.0,0.0,16 days
2024-03-06,AAPL,2024-03-22,220.0,Put,50.55,51.15,0.4625,-1.0,0.0,0.0,0.0,0.0,16 days
2024-03-06,AAPL,2024-04-05,120.0,Put,0.02,0.04,0.6029,-0.0179,0.0015,-0.021,0.0213,-0.0026,30 days
2024-03-06,AAPL,2024-04-05,125.0,Put,0.04,0.08,0.4559,-0.0078,0.0009,-0.0077,0.0104,-0.0011,30 days
2024-03-06,AAPL,2024-04-05,130.0,Put,0.07,0.11,0.4259,-0.0121,0.0015,-0.0105,0.0152,-0.0017,30 days
2024-03-06,AAPL,2024-04-05,135.0,Put,0.1,0.13,0.3863,-0.0165,0.0021,-0.0124,0.0199,-0.0023,30 days
2024-03-06,AAPL,2024-04-05,140.0,Put,0.16,0.17,0.3526,-0.0247,0.0033,-0.0158,0.028,-0.0035,30 days
2024-03-06,AAPL,2024-04-05,145.0,Put,0.23,0.24,0.3175,-0.037,0.0052,-0.0198,0.0392,-0.0053,30 days
2024-03-06,AAPL,2024-04-05,150.0,Put,0.36,0.37,0.2856,-0.0593,0.0085,-0.0258,0.0585,-0.0079,30 days
2024-03-06,AAPL,2024-04-05,155.0,Put,0.61,0.63,0.2579,-0.1013,0.0142,-0.0346,0.0889,-0.0133,30 days
2024-03-06,AAPL,2024-04-05,160.0,Put,1.16,1.23,0.2391,-0.1837,0.0232,-0.0472,0.1324,-0.0236,30 days
2024-03-06,AAPL,2024-04-05,165.0,Put,2.3,2.38,0.2261,-0.3198,0.0332,-0.0583,0.1749,-0.0391,30 days
2024-03-06,AAPL,2024-04-05,170.0,Put,4.3,4.4,0.2181,-0.5027,0.0392,-0.06,0.1929,-0.0566,30 days
2024-03-06,AAPL,2024-04-05,175.0,Put,7.25,7.5,0.2138,-0.695,0.037,-0.0478,0.1689,-0.066,30 days
2024-03-06,AAPL,2024-04-05,180.0,Put,10.95,11.5,0.2033,-0.8689,0.0289,-0.0235,0.1033,-0.053,30 days
2024-03-06,AAPL,2024-04-05,185.0,Put,15.4,16.2,0.2289,-0.9386,0.0192,-0.0137,0.0593,-0.0358,30 days
2024-03-06,AAPL,2024-04-05,190.0,Put,20.4,21.4,0.2537,-0.9771,0.0128,-0.0051,0.0294,-0.015,30 days
2024-03-06,AAPL,2024-04-05,195.0,Put,25.45,26.2,0.2563,-1.0,0.0,0.0,0.0,0.0,30 days
2024-03-06,AAPL,2024-04-05,200.0,Put,30.3,31.3,0.2767,-1.0,0.0,0.0,0.0,0.0,30 days
2024-03-06,AAPL,2024-04-05,205.0,Put,35.55,36.25,0.3787,-0.9841,0.0062,-0.0061,0.0204,-0.0154,30 days
2024-03-06,AAPL,2024-04-05,210.0,Put,40.45,41.25,0.3196,-1.0,0.0,0.0,0.0,0.0,30 days
2024-03-06,AAPL,2024-04-05,215.0,Put,45.25,46.25,0.3378,-1.0,0.0,0.0,0.0,0.0,30 days
2024-03-06,AAPL,2024-04-05,220.0,Put,50.6,51.3,0.5146,-0.9762,0.0045,-0.0149,0.0277,-0.0301,30 days
2024-03-06,AAPL,2024-04-19,120.0,Put,0.08,0.09,0.4423,-0.0092,0.0009,-0.0071,0.0146,-0.0019,44 days
2024-03-06,AAPL,2024-04-19,125.0,Put,0.11,0.12,0.4129,-0.0129,0.0013,-0.0088,0.0196,-0.0027,44 days
2024-03-06,AAPL,2024-04-19,130.0,Put,0.15,0.17,0.3851,-0.0185,0.002,-0.0112,0.0267,-0.0039,44 days
2024-03-06,AAPL,2024-04-19,135.0,Put,0.2,0.21,0.3522,-0.0251,0.0028,-0.0131,0.0344,-0.0053,44 days
2024-03-06,AAPL,2024-04-19,140.0,Put,0.26,0.28,0.3204,-0.0348,0.004,-0.0155,0.0452,-0.0074,44 days
2024-03-06,AAPL,2024-04-19,145.0,Put,0.38,0.39,0.2923,-0.0513,0.0061,-0.0193,0.0669,-0.0101,44 days
2024-03-06,AAPL,2024-04-19,150.0,Put,0.57,0.58,0.2658,-0.0786,0.0094,-0.0242,0.0919,-0.0152,44 days
2024-03-06,AAPL,2024-04-19,155.0,Put,0.93,0.96,0.2447,-0.1273,0.0146,-0.0311,0.1245,-0.0244,44 days
2024-03-06,AAPL,2024-04-19,160.0,Put,1.65,1.7,0.2307,-0.2111,0.0217,-0.0397,0.1744,-0.0391,44 days
2024-03-06,AAPL,2024-04-19,165.0,Put,2.93,2.99,0.2207,-0.3351,0.0288,-0.0463,0.2119,-0.0593,44 days
2024-03-06,AAPL,2024-04-19,170.0,Put,4.95,5.05,0.214,-0.4915,0.0333,-0.0468,0.2331,-0.0801,44 days
2024-03-06,AAPL,2024-04-19,175.0,Put,7.85,7.95,0.2096,-0.658,0.033,-0.0392,0.2148,-0.0924,44 days
2024-03-06,AAPL,2024-04-19,180.0,Put,11.45,11.95,0.2119,-0.8008,0.0278,-0.0273,0.1608,-0.0867,44 days
2024-03-06,AAPL,2024-04-19,185.0,Put,15.65,16.45,0.2104,-0.9182,0.0215,-0.0121,0.0887,-0.0541,44 days
2024-03-06,AAPL,2024-04-19,190.0,Put,20.5,21.3,0.2255,-0.9757,0.0145,-0.0039,0.0372,-0.0197,44 days
